"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__Win","|__EndGameTick"
"GameData_0_28","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_29","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_22","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_23","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_20","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_21","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_26","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_27","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_24","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_25","25","controllers.singlePlayer.breadthFirstSearch.Agent","364500","6.172839506172839","0","0","2000"
"GameData_0_4","1","controllers.singlePlayer.breadthFirstSearch.Agent","364500","0.24691358024691357","0","0","2000"
"GameData_0_19","24","controllers.singlePlayer.breadthFirstSearch.Agent","364500","5.9259259259259265","1","0","471"
"GameData_0_5","1","controllers.singlePlayer.breadthFirstSearch.Agent","364500","0.24691358024691357","0","0","2000"
"GameData_0_2","1","controllers.singlePlayer.breadthFirstSearch.Agent","364500","0.24691358024691357","0","0","2000"
"GameData_0_17","24","controllers.singlePlayer.breadthFirstSearch.Agent","364500","5.9259259259259265","3","0","255"
"GameData_0_3","1","controllers.singlePlayer.breadthFirstSearch.Agent","364500","0.24691358024691357","0","0","2000"
"GameData_0_18","24","controllers.singlePlayer.breadthFirstSearch.Agent","364500","5.9259259259259265","-1","0","231"
"GameData_0_8","1","controllers.singlePlayer.breadthFirstSearch.Agent","364500","0.24691358024691357","0","0","2000"
"GameData_0_9","1","controllers.singlePlayer.breadthFirstSearch.Agent","364500","0.24691358024691357","0","0","2000"
"GameData_0_6","1","controllers.singlePlayer.breadthFirstSearch.Agent","364500","0.24691358024691357","0","0","2000"
"GameData_0_7","1","controllers.singlePlayer.breadthFirstSearch.Agent","364500","0.24691358024691357","0","0","2000"
"GameData_0_11","17","controllers.singlePlayer.breadthFirstSearch.Agent","364500","4.197530864197531","1","0","391"
"GameData_0_12","17","controllers.singlePlayer.breadthFirstSearch.Agent","364500","4.197530864197531","1","0","507"
"GameData_0_10","17","controllers.singlePlayer.breadthFirstSearch.Agent","364500","4.197530864197531","3","0","239"
"GameData_0_15","24","controllers.singlePlayer.breadthFirstSearch.Agent","364500","5.9259259259259265","1","0","279"
"GameData_0_16","24","controllers.singlePlayer.breadthFirstSearch.Agent","364500","5.9259259259259265","-1","0","283"
