"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__Win","|__EndGameTick"
"GameData_0_28","182","controllers.singlePlayer.sampleRandom.Agent","290625","39.13978494623656","-1","0","28"
"GameData_0_29","182","controllers.singlePlayer.sampleRandom.Agent","290625","39.13978494623656","-1","0","42"
"GameData_0_22","174","controllers.singlePlayer.sampleRandom.Agent","290625","37.41935483870968","-1","0","34"
"GameData_0_23","179","controllers.singlePlayer.sampleRandom.Agent","290625","38.494623655913976","-1","0","63"
"GameData_0_20","150","controllers.singlePlayer.sampleRandom.Agent","290625","32.25806451612903","-1","0","30"
"GameData_0_21","162","controllers.singlePlayer.sampleRandom.Agent","290625","34.83870967741935","-1","0","40"
"GameData_0_26","182","controllers.singlePlayer.sampleRandom.Agent","290625","39.13978494623656","-1","0","24"
"GameData_0_27","182","controllers.singlePlayer.sampleRandom.Agent","290625","39.13978494623656","-1","0","20"
"GameData_0_24","179","controllers.singlePlayer.sampleRandom.Agent","290625","38.494623655913976","-1","0","32"
"GameData_0_25","182","controllers.singlePlayer.sampleRandom.Agent","290625","39.13978494623656","-1","0","51"
"GameData_0_4","51","controllers.singlePlayer.sampleRandom.Agent","290625","10.967741935483872","-1","0","63"
"GameData_0_19","138","controllers.singlePlayer.sampleRandom.Agent","290625","29.677419354838708","-1","0","117"
"GameData_0_5","53","controllers.singlePlayer.sampleRandom.Agent","290625","11.397849462365592","-1","0","84"
"GameData_0_2","42","controllers.singlePlayer.sampleRandom.Agent","290625","9.032258064516128","-1","0","67"
"GameData_0_17","138","controllers.singlePlayer.sampleRandom.Agent","290625","29.677419354838708","-1","0","226"
"GameData_0_3","46","controllers.singlePlayer.sampleRandom.Agent","290625","9.89247311827957","-1","0","27"
"GameData_0_18","138","controllers.singlePlayer.sampleRandom.Agent","290625","29.677419354838708","-1","0","113"
"GameData_0_8","55","controllers.singlePlayer.sampleRandom.Agent","290625","11.827956989247312","-1","0","52"
"GameData_0_9","68","controllers.singlePlayer.sampleRandom.Agent","290625","14.623655913978496","-1","0","54"
"GameData_0_6","55","controllers.singlePlayer.sampleRandom.Agent","290625","11.827956989247312","-1","0","32"
"GameData_0_7","55","controllers.singlePlayer.sampleRandom.Agent","290625","11.827956989247312","-1","0","11"
"GameData_0_11","91","controllers.singlePlayer.sampleRandom.Agent","290625","19.56989247311828","-1","0","19"
"GameData_0_12","106","controllers.singlePlayer.sampleRandom.Agent","290625","22.795698924731184","-1","0","183"
"GameData_0_10","87","controllers.singlePlayer.sampleRandom.Agent","290625","18.70967741935484","-1","0","318"
"GameData_0_15","126","controllers.singlePlayer.sampleRandom.Agent","290625","27.09677419354839","-1","0","906"
"GameData_0_16","138","controllers.singlePlayer.sampleRandom.Agent","290625","29.677419354838708","-1","0","183"
"GameData_0_13","115","controllers.singlePlayer.sampleRandom.Agent","290625","24.731182795698924","-1","0","194"
"GameData_0_14","118","controllers.singlePlayer.sampleRandom.Agent","290625","25.376344086021508","-1","0","145"
"GameData_0_40","266","controllers.singlePlayer.sampleRandom.Agent","290625","57.204301075268816","-1","0","453"
"GameData_0_41","266","controllers.singlePlayer.sampleRandom.Agent","290625","57.204301075268816","-1","0","126"
"GameData_0_0","22","controllers.singlePlayer.sampleRandom.Agent","290625","4.731182795698925","-1","0","43"
"GameData_0_1","33","controllers.singlePlayer.sampleRandom.Agent","290625","7.096774193548387","-1","0","33"
"GameData_0_44","269","controllers.singlePlayer.sampleRandom.Agent","290625","57.8494623655914","-1","0","169"
"GameData_0_45","275","controllers.singlePlayer.sampleRandom.Agent","290625","59.13978494623656","-1","0","746"
"GameData_0_42","266","controllers.singlePlayer.sampleRandom.Agent","290625","57.204301075268816","-1","0","50"
"GameData_0_43","266","controllers.singlePlayer.sampleRandom.Agent","290625","57.204301075268816","-1","0","507"
"GameData_0_48","276","controllers.singlePlayer.sampleRandom.Agent","290625","59.354838709677416","-1","0","408"
"GameData_0_49","276","controllers.singlePlayer.sampleRandom.Agent","290625","59.354838709677416","-1","0","143"
"GameData_0_46","276","controllers.singlePlayer.sampleRandom.Agent","290625","59.354838709677416","-1","0","488"
"GameData_0_47","276","controllers.singlePlayer.sampleRandom.Agent","290625","59.354838709677416","-1","0","162"
"GameData_0_30","192","controllers.singlePlayer.sampleRandom.Agent","290625","41.29032258064516","-1","0","18"
"GameData_0_39","237","controllers.singlePlayer.sampleRandom.Agent","290625","50.967741935483865","-1","0","72"
"GameData_0_33","205","controllers.singlePlayer.sampleRandom.Agent","290625","44.086021505376344","-1","0","36"
"GameData_0_34","216","controllers.singlePlayer.sampleRandom.Agent","290625","46.45161290322581","-1","0","64"
"GameData_0_31","205","controllers.singlePlayer.sampleRandom.Agent","290625","44.086021505376344","-1","0","74"
"GameData_0_32","205","controllers.singlePlayer.sampleRandom.Agent","290625","44.086021505376344","-1","0","95"
"GameData_0_37","237","controllers.singlePlayer.sampleRandom.Agent","290625","50.967741935483865","-1","0","13"
"GameData_0_38","237","controllers.singlePlayer.sampleRandom.Agent","290625","50.967741935483865","-1","0","52"
"GameData_0_35","236","controllers.singlePlayer.sampleRandom.Agent","290625","50.752688172043015","-1","0","210"
"GameData_0_36","237","controllers.singlePlayer.sampleRandom.Agent","290625","50.967741935483865","-1","0","54"
