"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__Win","|__EndGameTick"
"GameData_0_28","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_29","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_22","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_23","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_20","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_21","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_26","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_27","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_24","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_25","4","controllers.singlePlayer.breadthFirstSearch.Agent","272916","2.1164021164021163","0","100","1000"
"GameData_0_4","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","5","0","166"
"GameData_0_19","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","0","0","112"
"GameData_0_5","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","0","0","230"
"GameData_0_2","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","3","0","224"
"GameData_0_17","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","0","0","179"
"GameData_0_3","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","0","0","103"
"GameData_0_18","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","0","0","103"
"GameData_0_8","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","3","0","182"
"GameData_0_9","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","2","0","141"
"GameData_0_6","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","0","0","86"
"GameData_0_7","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","10","0","389"
"GameData_0_11","3","controllers.singlePlayer.breadthFirstSearch.Agent","272916","1.5873015873015872","0","0","228"
