"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__Win","|__EndGameTick"
"GameData_0_28","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","28"
"GameData_0_29","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","29"
"GameData_0_22","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","26"
"GameData_0_23","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","29"
"GameData_0_20","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","29"
"GameData_0_21","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","30"
"GameData_0_26","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","27"
"GameData_0_27","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","32"
"GameData_0_24","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","29"
"GameData_0_25","96","controllers.singlePlayer.bestFirstSearch.Agent","560000","42.857142857142854","100","100","28"
"GameData_0_4","65","controllers.singlePlayer.bestFirstSearch.Agent","440000","36.93181818181818","100","100","66"
"GameData_0_19","85","controllers.singlePlayer.bestFirstSearch.Agent","360000","59.02777777777778","100","100","27"
"GameData_0_5","65","controllers.singlePlayer.bestFirstSearch.Agent","440000","36.93181818181818","100","100","65"
"GameData_0_2","62","controllers.singlePlayer.bestFirstSearch.Agent","440000","35.22727272727273","100","100","65"
"GameData_0_17","85","controllers.singlePlayer.bestFirstSearch.Agent","360000","59.02777777777778","100","100","26"
"GameData_0_3","65","controllers.singlePlayer.bestFirstSearch.Agent","440000","36.93181818181818","100","100","70"
"GameData_0_18","85","controllers.singlePlayer.bestFirstSearch.Agent","360000","59.02777777777778","100","100","29"
"GameData_0_8","65","controllers.singlePlayer.bestFirstSearch.Agent","440000","36.93181818181818","100","100","68"
"GameData_0_9","65","controllers.singlePlayer.bestFirstSearch.Agent","440000","36.93181818181818","100","100","68"
"GameData_0_6","65","controllers.singlePlayer.bestFirstSearch.Agent","440000","36.93181818181818","100","100","64"
"GameData_0_7","65","controllers.singlePlayer.bestFirstSearch.Agent","440000","36.93181818181818","100","100","68"
"GameData_0_11","80","controllers.singlePlayer.bestFirstSearch.Agent","360000","55.55555555555556","100","100","26"
"GameData_0_12","83","controllers.singlePlayer.bestFirstSearch.Agent","360000","57.638888888888886","100","100","29"
"GameData_0_10","79","controllers.singlePlayer.bestFirstSearch.Agent","360000","54.861111111111114","100","100","31"
"GameData_0_15","85","controllers.singlePlayer.bestFirstSearch.Agent","360000","59.02777777777778","100","100","29"
"GameData_0_16","85","controllers.singlePlayer.bestFirstSearch.Agent","360000","59.02777777777778","100","100","28"
"GameData_0_13","84","controllers.singlePlayer.bestFirstSearch.Agent","360000","58.333333333333336","100","100","29"
"GameData_0_14","85","controllers.singlePlayer.bestFirstSearch.Agent","360000","59.02777777777778","100","100","29"
"GameData_0_40","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","75"
"GameData_0_41","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","74"
"GameData_0_0","60","controllers.singlePlayer.bestFirstSearch.Agent","440000","34.090909090909086","100","100","68"
"GameData_0_1","62","controllers.singlePlayer.bestFirstSearch.Agent","440000","35.22727272727273","100","100","73"
"GameData_0_44","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","75"
"GameData_0_45","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","73"
"GameData_0_42","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","71"
"GameData_0_43","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","72"
"GameData_0_48","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","72"
"GameData_0_49","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","75"
"GameData_0_46","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","69"
"GameData_0_47","119","controllers.singlePlayer.bestFirstSearch.Agent","560000","53.125","100","100","69"
"GameData_0_30","103","controllers.singlePlayer.bestFirstSearch.Agent","560000","45.982142857142854","100","100","39"
"GameData_0_39","104","controllers.singlePlayer.bestFirstSearch.Agent","560000","46.42857142857143","100","100","44"
"GameData_0_33","104","controllers.singlePlayer.bestFirstSearch.Agent","560000","46.42857142857143","100","100","43"
"GameData_0_34","104","controllers.singlePlayer.bestFirstSearch.Agent","560000","46.42857142857143","100","100","43"
"GameData_0_31","103","controllers.singlePlayer.bestFirstSearch.Agent","560000","45.982142857142854","100","100","43"
"GameData_0_32","103","controllers.singlePlayer.bestFirstSearch.Agent","560000","45.982142857142854","100","100","41"
"GameData_0_37","104","controllers.singlePlayer.bestFirstSearch.Agent","560000","46.42857142857143","100","100","42"
"GameData_0_38","104","controllers.singlePlayer.bestFirstSearch.Agent","560000","46.42857142857143","100","100","42"
"GameData_0_35","104","controllers.singlePlayer.bestFirstSearch.Agent","560000","46.42857142857143","100","100","41"
"GameData_0_36","104","controllers.singlePlayer.bestFirstSearch.Agent","560000","46.42857142857143","100","100","44"
