"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__Win","|__EndGameTick"
"GameData_0_28","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","24","0","395"
"GameData_0_29","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","38","0","1528"
"GameData_0_22","233","controllers.singlePlayer.sampleRandom.Agent","241472","75.64935064935064","28","0","272"
"GameData_0_23","233","controllers.singlePlayer.sampleRandom.Agent","241472","75.64935064935064","12","0","160"
"GameData_0_20","232","controllers.singlePlayer.sampleRandom.Agent","241472","75.32467532467533","34","0","807"
"GameData_0_21","233","controllers.singlePlayer.sampleRandom.Agent","241472","75.64935064935064","20","0","341"
"GameData_0_26","233","controllers.singlePlayer.sampleRandom.Agent","241472","75.64935064935064","18","0","173"
"GameData_0_27","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","30","0","444"
"GameData_0_24","233","controllers.singlePlayer.sampleRandom.Agent","241472","75.64935064935064","8","0","179"
"GameData_0_25","233","controllers.singlePlayer.sampleRandom.Agent","241472","75.64935064935064","2","0","133"
"GameData_0_4","206","controllers.singlePlayer.sampleRandom.Agent","241472","66.88311688311688","56","0","2000"
"GameData_0_19","231","controllers.singlePlayer.sampleRandom.Agent","241472","75","36","100","1767"
"GameData_0_5","206","controllers.singlePlayer.sampleRandom.Agent","241472","66.88311688311688","58","0","2000"
"GameData_0_2","196","controllers.singlePlayer.sampleRandom.Agent","241472","63.63636363636363","48","0","820"
"GameData_0_17","231","controllers.singlePlayer.sampleRandom.Agent","241472","75","36","100","1375"
"GameData_0_3","203","controllers.singlePlayer.sampleRandom.Agent","241472","65.9090909090909","42","0","938"
"GameData_0_18","231","controllers.singlePlayer.sampleRandom.Agent","241472","75","36","0","2000"
"GameData_0_8","206","controllers.singlePlayer.sampleRandom.Agent","241472","66.88311688311688","44","0","892"
"GameData_0_9","206","controllers.singlePlayer.sampleRandom.Agent","241472","66.88311688311688","26","0","858"
"GameData_0_6","206","controllers.singlePlayer.sampleRandom.Agent","241472","66.88311688311688","62","100","1784"
"GameData_0_7","206","controllers.singlePlayer.sampleRandom.Agent","241472","66.88311688311688","22","100","560"
"GameData_0_11","231","controllers.singlePlayer.sampleRandom.Agent","241472","75","36","100","1815"
"GameData_0_12","231","controllers.singlePlayer.sampleRandom.Agent","241472","75","32","0","2000"
"GameData_0_10","229","controllers.singlePlayer.sampleRandom.Agent","241472","74.35064935064936","30","0","2000"
"GameData_0_15","231","controllers.singlePlayer.sampleRandom.Agent","241472","75","38","100","1700"
"GameData_0_16","231","controllers.singlePlayer.sampleRandom.Agent","241472","75","36","100","638"
"GameData_0_13","231","controllers.singlePlayer.sampleRandom.Agent","241472","75","36","100","1883"
"GameData_0_14","231","controllers.singlePlayer.sampleRandom.Agent","241472","75","34","0","2000"
"GameData_0_40","244","controllers.singlePlayer.sampleRandom.Agent","263424","72.61904761904762","14","100","231"
"GameData_0_41","246","controllers.singlePlayer.sampleRandom.Agent","263424","73.21428571428571","12","0","2000"
"GameData_0_0","156","controllers.singlePlayer.sampleRandom.Agent","241472","50.649350649350644","60","0","2000"
"GameData_0_1","160","controllers.singlePlayer.sampleRandom.Agent","241472","51.94805194805194","20","0","448"
"GameData_0_44","248","controllers.singlePlayer.sampleRandom.Agent","263424","73.80952380952381","14","100","756"
"GameData_0_45","248","controllers.singlePlayer.sampleRandom.Agent","263424","73.80952380952381","0","0","2000"
"GameData_0_42","248","controllers.singlePlayer.sampleRandom.Agent","263424","73.80952380952381","14","100","1084"
"GameData_0_43","248","controllers.singlePlayer.sampleRandom.Agent","263424","73.80952380952381","2","0","2000"
"GameData_0_48","253","controllers.singlePlayer.sampleRandom.Agent","263424","75.29761904761905","0","0","2000"
"GameData_0_49","253","controllers.singlePlayer.sampleRandom.Agent","263424","75.29761904761905","14","100","1692"
"GameData_0_46","253","controllers.singlePlayer.sampleRandom.Agent","263424","75.29761904761905","14","100","873"
"GameData_0_47","253","controllers.singlePlayer.sampleRandom.Agent","263424","75.29761904761905","0","0","2000"
"GameData_0_30","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","24","100","1252"
"GameData_0_39","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","28","100","1720"
"GameData_0_33","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","24","100","1066"
"GameData_0_34","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","24","100","859"
"GameData_0_31","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","24","100","1035"
"GameData_0_32","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","24","100","594"
"GameData_0_37","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","22","100","583"
"GameData_0_38","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","24","100","1058"
"GameData_0_35","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","24","100","1056"
"GameData_0_36","234","controllers.singlePlayer.sampleRandom.Agent","241472","75.97402597402598","24","100","710"
