GameData_0_2/TotalCellsVisisted,GameData_0_2/ControllerName,GameData_0_2/levelSize,GameData_0_2/GameSpaceSearched,GameData_0_2/GameScore,GameData_0_2/Win,GameData_0_2/EndGameTick,GameData_0_3/TotalCellsVisisted,GameData_0_3/ControllerName,GameData_0_3/levelSize,GameData_0_3/GameSpaceSearched,GameData_0_3/GameScore,GameData_0_3/Win,GameData_0_3/EndGameTick,GameData_0_0/TotalCellsVisisted,GameData_0_0/ControllerName,GameData_0_0/levelSize,GameData_0_0/GameSpaceSearched,GameData_0_0/GameScore,GameData_0_0/Win,GameData_0_0/EndGameTick,GameData_0_1/TotalCellsVisisted,GameData_0_1/ControllerName,GameData_0_1/levelSize,GameData_0_1/GameSpaceSearched,GameData_0_1/GameScore,GameData_0_1/Win,GameData_0_1/EndGameTick
123,controllers.singlePlayer.breadthFirstSearch2.Agent,288750,26.623376623376622,4,0,281,197,controllers.singlePlayer.breadthFirstSearch2.Agent,288750,42.64069264069264,13,0,2000,46,controllers.singlePlayer.breadthFirstSearch2.Agent,288750,9.956709956709958,7,0,241,98,controllers.singlePlayer.breadthFirstSearch2.Agent,288750,21.21212121212121,19,0,2000
