"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__Win","|__EndGameTick"
"GameData_0_28","345","controllers.singlePlayer.sampleRandom.Agent","330000","65.3409090909091","-7","0","332"
"GameData_0_29","348","controllers.singlePlayer.sampleRandom.Agent","330000","65.9090909090909","5","0","418"
"GameData_0_22","300","controllers.singlePlayer.sampleRandom.Agent","330000","56.81818181818182","11","0","513"
"GameData_0_23","312","controllers.singlePlayer.sampleRandom.Agent","330000","59.09090909090909","7","0","581"
"GameData_0_20","275","controllers.singlePlayer.sampleRandom.Agent","330000","52.083333333333336","13","0","506"
"GameData_0_21","283","controllers.singlePlayer.sampleRandom.Agent","330000","53.59848484848485","25","0","932"
"GameData_0_26","343","controllers.singlePlayer.sampleRandom.Agent","330000","64.96212121212122","-11","0","320"
"GameData_0_27","345","controllers.singlePlayer.sampleRandom.Agent","330000","65.3409090909091","11","0","448"
"GameData_0_24","314","controllers.singlePlayer.sampleRandom.Agent","330000","59.46969696969697","9","0","329"
"GameData_0_25","324","controllers.singlePlayer.sampleRandom.Agent","330000","61.36363636363637","11","0","504"
"GameData_0_4","146","controllers.singlePlayer.sampleRandom.Agent","330000","27.65151515151515","13","0","384"
"GameData_0_19","271","controllers.singlePlayer.sampleRandom.Agent","330000","51.32575757575758","3","0","472"
"GameData_0_5","150","controllers.singlePlayer.sampleRandom.Agent","330000","28.40909090909091","-11","0","274"
"GameData_0_2","124","controllers.singlePlayer.sampleRandom.Agent","330000","23.484848484848484","21","0","564"
"GameData_0_17","267","controllers.singlePlayer.sampleRandom.Agent","330000","50.56818181818182","15","0","777"
"GameData_0_3","130","controllers.singlePlayer.sampleRandom.Agent","330000","24.62121212121212","7","0","468"
"GameData_0_18","267","controllers.singlePlayer.sampleRandom.Agent","330000","50.56818181818182","-9","0","370"
"GameData_0_8","178","controllers.singlePlayer.sampleRandom.Agent","330000","33.71212121212121","-5","0","296"
"GameData_0_9","191","controllers.singlePlayer.sampleRandom.Agent","330000","36.17424242424242","19","0","526"
"GameData_0_6","174","controllers.singlePlayer.sampleRandom.Agent","330000","32.95454545454545","5","0","370"
"GameData_0_7","174","controllers.singlePlayer.sampleRandom.Agent","330000","32.95454545454545","-1","0","386"
"GameData_0_11","207","controllers.singlePlayer.sampleRandom.Agent","330000","39.20454545454545","7","0","528"
"GameData_0_12","221","controllers.singlePlayer.sampleRandom.Agent","330000","41.85606060606061","-1","0","353"
"GameData_0_10","199","controllers.singlePlayer.sampleRandom.Agent","330000","37.68939393939394","13","0","496"
"GameData_0_15","263","controllers.singlePlayer.sampleRandom.Agent","330000","49.81060606060606","36","100","667"
"GameData_0_16","267","controllers.singlePlayer.sampleRandom.Agent","330000","50.56818181818182","1","0","462"
"GameData_0_13","234","controllers.singlePlayer.sampleRandom.Agent","330000","44.31818181818182","-1","0","359"
"GameData_0_14","241","controllers.singlePlayer.sampleRandom.Agent","330000","45.64393939393939","13","0","531"
"GameData_0_40","364","controllers.singlePlayer.sampleRandom.Agent","315000","72.22222222222221","14","0","444"
"GameData_0_41","364","controllers.singlePlayer.sampleRandom.Agent","315000","72.22222222222221","12","0","426"
"GameData_0_0","48","controllers.singlePlayer.sampleRandom.Agent","330000","9.090909090909092","13","0","477"
"GameData_0_1","76","controllers.singlePlayer.sampleRandom.Agent","330000","14.393939393939394","-7","0","328"
"GameData_0_44","364","controllers.singlePlayer.sampleRandom.Agent","315000","72.22222222222221","32","0","530"
"GameData_0_45","364","controllers.singlePlayer.sampleRandom.Agent","315000","72.22222222222221","-8","0","242"
"GameData_0_42","364","controllers.singlePlayer.sampleRandom.Agent","315000","72.22222222222221","34","0","458"
"GameData_0_43","364","controllers.singlePlayer.sampleRandom.Agent","315000","72.22222222222221","-22","0","264"
"GameData_0_48","364","controllers.singlePlayer.sampleRandom.Agent","315000","72.22222222222221","-2","0","358"
"GameData_0_49","366","controllers.singlePlayer.sampleRandom.Agent","315000","72.61904761904762","34","0","736"
"GameData_0_46","364","controllers.singlePlayer.sampleRandom.Agent","315000","72.22222222222221","14","0","402"
"GameData_0_47","364","controllers.singlePlayer.sampleRandom.Agent","315000","72.22222222222221","18","0","467"
"GameData_0_30","356","controllers.singlePlayer.sampleRandom.Agent","330000","67.42424242424242","27","0","2000"
"GameData_0_39","364","controllers.singlePlayer.sampleRandom.Agent","330000","68.93939393939394","32","0","2000"
"GameData_0_33","359","controllers.singlePlayer.sampleRandom.Agent","330000","67.99242424242425","-5","0","522"
"GameData_0_34","359","controllers.singlePlayer.sampleRandom.Agent","330000","67.99242424242425","23","0","480"
"GameData_0_31","356","controllers.singlePlayer.sampleRandom.Agent","330000","67.42424242424242","19","0","639"
"GameData_0_32","358","controllers.singlePlayer.sampleRandom.Agent","330000","67.8030303030303","-17","0","276"
"GameData_0_37","361","controllers.singlePlayer.sampleRandom.Agent","330000","68.37121212121212","-7","0","346"
"GameData_0_38","361","controllers.singlePlayer.sampleRandom.Agent","330000","68.37121212121212","7","0","390"
"GameData_0_35","359","controllers.singlePlayer.sampleRandom.Agent","330000","67.99242424242425","41","100","831"
"GameData_0_36","359","controllers.singlePlayer.sampleRandom.Agent","330000","67.99242424242425","3","0","434"
