GameData_0_2/TotalCellsVisisted,GameData_0_2/ControllerName,GameData_0_2/levelSize,GameData_0_2/GameSpaceSearched,GameData_0_2/GameScore,GameData_0_2/Win,GameData_0_2/EndGameTick,GameData_0_3/TotalCellsVisisted,GameData_0_3/ControllerName,GameData_0_3/levelSize,GameData_0_3/GameSpaceSearched,GameData_0_3/GameScore,GameData_0_3/Win,GameData_0_3/EndGameTick,GameData_0_0/TotalCellsVisisted,GameData_0_0/ControllerName,GameData_0_0/levelSize,GameData_0_0/GameSpaceSearched,GameData_0_0/GameScore,GameData_0_0/Win,GameData_0_0/EndGameTick,GameData_0_1/TotalCellsVisisted,GameData_0_1/ControllerName,GameData_0_1/levelSize,GameData_0_1/GameSpaceSearched,GameData_0_1/GameScore,GameData_0_1/Win,GameData_0_1/EndGameTick
91,controllers.singlePlayer.breadthFirstSearch2.Agent,368676,43.54066985645933,-1,0,181,95,controllers.singlePlayer.breadthFirstSearch2.Agent,368676,45.45454545454545,-1,0,187,47,controllers.singlePlayer.breadthFirstSearch2.Agent,368676,22.48803827751196,-1,0,760,60,controllers.singlePlayer.breadthFirstSearch2.Agent,368676,28.708133971291865,-1,0,277
