"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__Win","|__EndGameTick"
"GameData_0_28","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","11","0","490"
"GameData_0_29","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","0","0","65"
"GameData_0_22","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","9","0","785"
"GameData_0_23","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","3","0","493"
"GameData_0_20","162","controllers.singlePlayer.sampleRandom.Agent","272916","85.71428571428571","1","0","85"
"GameData_0_21","162","controllers.singlePlayer.sampleRandom.Agent","272916","85.71428571428571","0","0","212"
"GameData_0_26","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","3","0","288"
"GameData_0_27","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","5","0","285"
"GameData_0_24","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","1","0","125"
"GameData_0_25","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","0","0","37"
"GameData_0_4","66","controllers.singlePlayer.sampleRandom.Agent","272916","34.92063492063492","1","0","181"
"GameData_0_19","162","controllers.singlePlayer.sampleRandom.Agent","272916","85.71428571428571","13","0","337"
"GameData_0_5","75","controllers.singlePlayer.sampleRandom.Agent","272916","39.682539682539684","3","0","177"
"GameData_0_2","40","controllers.singlePlayer.sampleRandom.Agent","272916","21.164021164021165","4","0","109"
"GameData_0_17","146","controllers.singlePlayer.sampleRandom.Agent","272916","77.24867724867724","2","0","117"
"GameData_0_3","62","controllers.singlePlayer.sampleRandom.Agent","272916","32.804232804232804","14","0","413"
"GameData_0_18","156","controllers.singlePlayer.sampleRandom.Agent","272916","82.53968253968253","13","0","425"
"GameData_0_8","86","controllers.singlePlayer.sampleRandom.Agent","272916","45.5026455026455","5","0","181"
"GameData_0_9","114","controllers.singlePlayer.sampleRandom.Agent","272916","60.317460317460316","14","0","535"
"GameData_0_6","78","controllers.singlePlayer.sampleRandom.Agent","272916","41.269841269841265","0","0","120"
"GameData_0_7","84","controllers.singlePlayer.sampleRandom.Agent","272916","44.44444444444444","2","0","101"
"GameData_0_11","124","controllers.singlePlayer.sampleRandom.Agent","272916","65.60846560846561","0","0","104"
"GameData_0_12","128","controllers.singlePlayer.sampleRandom.Agent","272916","67.72486772486772","3","0","176"
"GameData_0_10","118","controllers.singlePlayer.sampleRandom.Agent","272916","62.43386243386243","5","0","328"
"GameData_0_15","145","controllers.singlePlayer.sampleRandom.Agent","272916","76.71957671957672","6","0","348"
"GameData_0_16","146","controllers.singlePlayer.sampleRandom.Agent","272916","77.24867724867724","3","0","352"
"GameData_0_13","134","controllers.singlePlayer.sampleRandom.Agent","272916","70.8994708994709","8","0","475"
"GameData_0_14","144","controllers.singlePlayer.sampleRandom.Agent","272916","76.19047619047619","7","0","405"
"GameData_0_40","177","controllers.singlePlayer.sampleRandom.Agent","272916","93.65079365079364","1006","0","668"
"GameData_0_41","177","controllers.singlePlayer.sampleRandom.Agent","272916","93.65079365079364","4","0","67"
"GameData_0_0","24","controllers.singlePlayer.sampleRandom.Agent","272916","12.698412698412698","8","0","201"
"GameData_0_1","25","controllers.singlePlayer.sampleRandom.Agent","272916","13.227513227513226","0","0","32"
"GameData_0_44","177","controllers.singlePlayer.sampleRandom.Agent","272916","93.65079365079364","0","0","82"
"GameData_0_45","179","controllers.singlePlayer.sampleRandom.Agent","272916","94.70899470899471","2","0","105"
"GameData_0_42","177","controllers.singlePlayer.sampleRandom.Agent","272916","93.65079365079364","2","0","106"
"GameData_0_43","177","controllers.singlePlayer.sampleRandom.Agent","272916","93.65079365079364","5","0","233"
"GameData_0_48","180","controllers.singlePlayer.sampleRandom.Agent","272916","95.23809523809523","7","0","330"
"GameData_0_49","180","controllers.singlePlayer.sampleRandom.Agent","272916","95.23809523809523","1","0","231"
"GameData_0_46","180","controllers.singlePlayer.sampleRandom.Agent","272916","95.23809523809523","7","0","342"
"GameData_0_47","180","controllers.singlePlayer.sampleRandom.Agent","272916","95.23809523809523","9","0","354"
"GameData_0_30","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","6","0","186"
"GameData_0_39","176","controllers.singlePlayer.sampleRandom.Agent","272916","93.12169312169311","3","0","168"
"GameData_0_33","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","2","0","101"
"GameData_0_34","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","1","0","99"
"GameData_0_31","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","6","0","172"
"GameData_0_32","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","7","0","180"
"GameData_0_37","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","0","0","92"
"GameData_0_38","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","18","0","330"
"GameData_0_35","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","7","0","163"
"GameData_0_36","175","controllers.singlePlayer.sampleRandom.Agent","272916","92.5925925925926","0","0","43"
