"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__Win","|__EndGameTick"
"GameData_0_28","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_29","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_22","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_23","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_20","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_21","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_26","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_27","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_24","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_25","9","controllers.singlePlayer.breadthFirstSearch.Agent","435357","7.6923076923076925","0","0","1000"
"GameData_0_4","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_19","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_5","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_2","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_17","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_3","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_18","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_8","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_9","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_6","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_7","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_11","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_12","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_10","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_15","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_16","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_13","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_14","4","controllers.singlePlayer.breadthFirstSearch.Agent","435357","3.418803418803419","0","0","1000"
"GameData_0_40","20","controllers.singlePlayer.breadthFirstSearch.Agent","435357","17.094017094017094","-1","0","9"
"GameData_0_41","20","controllers.singlePlayer.breadthFirstSearch.Agent","435357","17.094017094017094","-1","0","9"
"GameData_0_0","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_1","1","controllers.singlePlayer.breadthFirstSearch.Agent","435357","0.8547008547008548","0","0","1000"
"GameData_0_44","20","controllers.singlePlayer.breadthFirstSearch.Agent","435357","17.094017094017094","-1","0","9"
"GameData_0_45","20","controllers.singlePlayer.breadthFirstSearch.Agent","435357","17.094017094017094","-1","0","9"
"GameData_0_42","20","controllers.singlePlayer.breadthFirstSearch.Agent","435357","17.094017094017094","-1","0","9"
"GameData_0_43","20","controllers.singlePlayer.breadthFirstSearch.Agent","435357","17.094017094017094","-1","0","9"
"GameData_0_48","20","controllers.singlePlayer.breadthFirstSearch.Agent","435357","17.094017094017094","-1","0","9"
"GameData_0_49","20","controllers.singlePlayer.breadthFirstSearch.Agent","435357","17.094017094017094","-1","0","9"
"GameData_0_46","20","controllers.singlePlayer.breadthFirstSearch.Agent","435357","17.094017094017094","-1","0","9"
