"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__Win","|__EndGameTick"
"GameData_0_28","142","controllers.singlePlayer.sampleRandom.Agent","368676","67.94258373205741","-2","0","311"
"GameData_0_29","142","controllers.singlePlayer.sampleRandom.Agent","368676","67.94258373205741","-1","0","342"
"GameData_0_22","142","controllers.singlePlayer.sampleRandom.Agent","368676","67.94258373205741","-4","0","542"
"GameData_0_23","142","controllers.singlePlayer.sampleRandom.Agent","368676","67.94258373205741","-2","0","413"
"GameData_0_20","141","controllers.singlePlayer.sampleRandom.Agent","368676","67.46411483253588","-2","0","309"
"GameData_0_21","142","controllers.singlePlayer.sampleRandom.Agent","368676","67.94258373205741","2","0","376"
"GameData_0_26","142","controllers.singlePlayer.sampleRandom.Agent","368676","67.94258373205741","-1","0","157"
"GameData_0_27","142","controllers.singlePlayer.sampleRandom.Agent","368676","67.94258373205741","-1","0","301"
"GameData_0_24","142","controllers.singlePlayer.sampleRandom.Agent","368676","67.94258373205741","-2","0","272"
"GameData_0_25","142","controllers.singlePlayer.sampleRandom.Agent","368676","67.94258373205741","-1","0","398"
"GameData_0_4","108","controllers.singlePlayer.sampleRandom.Agent","368676","51.674641148325364","-1","0","716"
"GameData_0_19","137","controllers.singlePlayer.sampleRandom.Agent","368676","65.55023923444976","3","0","318"
"GameData_0_5","109","controllers.singlePlayer.sampleRandom.Agent","368676","52.15311004784689","0","0","221"
"GameData_0_2","95","controllers.singlePlayer.sampleRandom.Agent","368676","45.45454545454545","5","0","87"
"GameData_0_17","134","controllers.singlePlayer.sampleRandom.Agent","368676","64.11483253588517","0","0","266"
"GameData_0_3","98","controllers.singlePlayer.sampleRandom.Agent","368676","46.889952153110045","-1","0","515"
"GameData_0_18","134","controllers.singlePlayer.sampleRandom.Agent","368676","64.11483253588517","-1","0","450"
"GameData_0_8","114","controllers.singlePlayer.sampleRandom.Agent","368676","54.54545454545454","7","0","542"
"GameData_0_9","114","controllers.singlePlayer.sampleRandom.Agent","368676","54.54545454545454","5","0","231"
"GameData_0_6","109","controllers.singlePlayer.sampleRandom.Agent","368676","52.15311004784689","7","0","151"
"GameData_0_7","114","controllers.singlePlayer.sampleRandom.Agent","368676","54.54545454545454","-1","0","618"
"GameData_0_11","118","controllers.singlePlayer.sampleRandom.Agent","368676","56.45933014354066","-1","0","203"
"GameData_0_12","121","controllers.singlePlayer.sampleRandom.Agent","368676","57.89473684210527","1","0","168"
"GameData_0_10","117","controllers.singlePlayer.sampleRandom.Agent","368676","55.980861244019145","-2","0","527"
"GameData_0_15","134","controllers.singlePlayer.sampleRandom.Agent","368676","64.11483253588517","-1","0","390"
"GameData_0_16","134","controllers.singlePlayer.sampleRandom.Agent","368676","64.11483253588517","-1","0","154"
"GameData_0_13","133","controllers.singlePlayer.sampleRandom.Agent","368676","63.63636363636363","2","0","618"
"GameData_0_14","133","controllers.singlePlayer.sampleRandom.Agent","368676","63.63636363636363","-4","0","372"
"GameData_0_40","149","controllers.singlePlayer.sampleRandom.Agent","368676","71.29186602870813","-1","0","22"
"GameData_0_41","149","controllers.singlePlayer.sampleRandom.Agent","368676","71.29186602870813","-1","0","91"
"GameData_0_0","68","controllers.singlePlayer.sampleRandom.Agent","368676","32.535885167464116","5","0","555"
"GameData_0_1","93","controllers.singlePlayer.sampleRandom.Agent","368676","44.49760765550239","1","0","284"
"GameData_0_44","149","controllers.singlePlayer.sampleRandom.Agent","368676","71.29186602870813","-1","0","29"
"GameData_0_45","149","controllers.singlePlayer.sampleRandom.Agent","368676","71.29186602870813","-1","0","17"
"GameData_0_42","149","controllers.singlePlayer.sampleRandom.Agent","368676","71.29186602870813","-1","0","16"
"GameData_0_43","149","controllers.singlePlayer.sampleRandom.Agent","368676","71.29186602870813","-1","0","13"
"GameData_0_48","151","controllers.singlePlayer.sampleRandom.Agent","368676","72.24880382775119","-1","0","6"
"GameData_0_49","151","controllers.singlePlayer.sampleRandom.Agent","368676","72.24880382775119","-1","0","20"
"GameData_0_46","151","controllers.singlePlayer.sampleRandom.Agent","368676","72.24880382775119","-2","0","47"
"GameData_0_47","151","controllers.singlePlayer.sampleRandom.Agent","368676","72.24880382775119","-1","0","16"
"GameData_0_30","144","controllers.singlePlayer.sampleRandom.Agent","368676","68.89952153110048","2","0","12"
"GameData_0_39","147","controllers.singlePlayer.sampleRandom.Agent","368676","70.33492822966507","0","0","12"
"GameData_0_33","146","controllers.singlePlayer.sampleRandom.Agent","368676","69.85645933014354","-1","0","34"
"GameData_0_34","146","controllers.singlePlayer.sampleRandom.Agent","368676","69.85645933014354","2","0","20"
"GameData_0_31","144","controllers.singlePlayer.sampleRandom.Agent","368676","68.89952153110048","-1","0","12"
"GameData_0_32","146","controllers.singlePlayer.sampleRandom.Agent","368676","69.85645933014354","-2","0","76"
"GameData_0_37","146","controllers.singlePlayer.sampleRandom.Agent","368676","69.85645933014354","-1","0","13"
"GameData_0_38","147","controllers.singlePlayer.sampleRandom.Agent","368676","70.33492822966507","2","0","28"
"GameData_0_35","146","controllers.singlePlayer.sampleRandom.Agent","368676","69.85645933014354","-1","0","17"
"GameData_0_36","146","controllers.singlePlayer.sampleRandom.Agent","368676","69.85645933014354","-1","0","13"
