"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__EndGameTick"
"GameData_3_9","238","controllers.singlePlayer.sampleRandom.Agent","232500","63.97849462365591","-5","506"
"GameData_3_7","180","controllers.singlePlayer.sampleRandom.Agent","232500","48.38709677419355","0","84"
"GameData_3_8","180","controllers.singlePlayer.sampleRandom.Agent","232500","48.38709677419355","0","169"
"GameData_18_7","232","controllers.singlePlayer.sampleRandom.Agent","456192","263.6363636363636","0","13"
"GameData_18_8","233","controllers.singlePlayer.sampleRandom.Agent","456192","264.7727272727273","0","69"
"GameData_18_5","232","controllers.singlePlayer.sampleRandom.Agent","456192","263.6363636363636","0","13"
"GameData_18_6","232","controllers.singlePlayer.sampleRandom.Agent","456192","263.6363636363636","0","6"
"GameData_18_9","21","controllers.singlePlayer.sampleRandom.Agent","456192","23.863636363636363","0","0"
"GameData_10_7","69","controllers.singlePlayer.sampleRandom.Agent","110592","15.972222222222221","-1","79"
"GameData_10_8","70","controllers.singlePlayer.sampleRandom.Agent","110592","16.203703703703702","-1","79"
"GameData_18_0","2","controllers.singlePlayer.sampleRandom.Agent","456192","2.272727272727273","0","2"
"GameData_10_5","67","controllers.singlePlayer.sampleRandom.Agent","110592","15.50925925925926","-1","79"
"GameData_10_6","67","controllers.singlePlayer.sampleRandom.Agent","110592","15.50925925925926","-1","79"
"GameData_6_3","46","controllers.singlePlayer.sampleRandom.Agent","313632","15.972222222222221","-1","99"
"GameData_18_3","63","controllers.singlePlayer.sampleRandom.Agent","456192","71.5909090909091","0","181"
"GameData_6_2","43","controllers.singlePlayer.sampleRandom.Agent","313632","14.930555555555555","3","99"
"GameData_18_4","231","controllers.singlePlayer.sampleRandom.Agent","456192","262.5","1","889"
"GameData_6_1","32","controllers.singlePlayer.sampleRandom.Agent","313632","11.11111111111111","3","99"
"GameData_10_9","141","controllers.singlePlayer.sampleRandom.Agent","110592","32.63888888888889","-1","79"
"GameData_18_1","24","controllers.singlePlayer.sampleRandom.Agent","456192","27.27272727272727","0","29"
"GameData_6_0","17","controllers.singlePlayer.sampleRandom.Agent","313632","5.902777777777778","-1","99"
"GameData_18_2","24","controllers.singlePlayer.sampleRandom.Agent","456192","27.27272727272727","0","0"
"GameData_6_7","81","controllers.singlePlayer.sampleRandom.Agent","313632","28.125","1","121"
"GameData_6_6","79","controllers.singlePlayer.sampleRandom.Agent","313632","27.430555555555557","3","121"
"GameData_10_0","37","controllers.singlePlayer.sampleRandom.Agent","110592","8.564814814814815","-1","79"
"GameData_6_5","64","controllers.singlePlayer.sampleRandom.Agent","313632","22.22222222222222","9","143"
"GameData_6_4","56","controllers.singlePlayer.sampleRandom.Agent","313632","19.444444444444446","3","132"
"GameData_10_3","61","controllers.singlePlayer.sampleRandom.Agent","110592","14.120370370370368","-1","79"
"GameData_10_4","66","controllers.singlePlayer.sampleRandom.Agent","110592","15.277777777777779","-1","79"
"GameData_6_9","76","controllers.singlePlayer.sampleRandom.Agent","313632","26.38888888888889","8","176"
"GameData_10_1","45","controllers.singlePlayer.sampleRandom.Agent","110592","10.416666666666668","-1","79"
"GameData_6_8","81","controllers.singlePlayer.sampleRandom.Agent","313632","28.125","1","99"
"GameData_10_2","53","controllers.singlePlayer.sampleRandom.Agent","110592","12.268518518518519","-1","79"
"GameData_17_8","20","controllers.singlePlayer.sampleRandom.Agent","288750","4.329004329004329","0","312"
"GameData_17_9","35","controllers.singlePlayer.sampleRandom.Agent","288750","7.575757575757576","0","292"
"GameData_17_6","20","controllers.singlePlayer.sampleRandom.Agent","288750","4.329004329004329","0","52"
"GameData_17_7","20","controllers.singlePlayer.sampleRandom.Agent","288750","4.329004329004329","0","142"
"GameData_17_0","11","controllers.singlePlayer.sampleRandom.Agent","288750","2.380952380952381","0","284"
"GameData_5_0","21","controllers.singlePlayer.sampleRandom.Agent","364500","5.185185185185185","1","319"
"GameData_17_1","12","controllers.singlePlayer.sampleRandom.Agent","288750","2.5974025974025974","0","362"
"GameData_5_3","40","controllers.singlePlayer.sampleRandom.Agent","364500","9.876543209876543","1","487"
"GameData_17_4","17","controllers.singlePlayer.sampleRandom.Agent","288750","3.67965367965368","0","199"
"GameData_5_4","41","controllers.singlePlayer.sampleRandom.Agent","364500","10.123456790123457","0","152"
"GameData_17_5","18","controllers.singlePlayer.sampleRandom.Agent","288750","3.896103896103896","0","47"
"GameData_5_1","31","controllers.singlePlayer.sampleRandom.Agent","364500","7.654320987654321","0","383"
"GameData_17_2","12","controllers.singlePlayer.sampleRandom.Agent","288750","2.5974025974025974","0","296"
"GameData_5_2","32","controllers.singlePlayer.sampleRandom.Agent","364500","7.901234567901234","-1","203"
"GameData_17_3","17","controllers.singlePlayer.sampleRandom.Agent","288750","3.67965367965368","0","281"
"GameData_5_7","48","controllers.singlePlayer.sampleRandom.Agent","364500","11.851851851851853","2","627"
"GameData_5_8","48","controllers.singlePlayer.sampleRandom.Agent","364500","11.851851851851853","-1","251"
"GameData_5_5","42","controllers.singlePlayer.sampleRandom.Agent","364500","10.37037037037037","-1","155"
"GameData_5_6","42","controllers.singlePlayer.sampleRandom.Agent","364500","10.37037037037037","-1","179"
"GameData_5_9","87","controllers.singlePlayer.sampleRandom.Agent","364500","21.48148148148148","-1","255"
"GameData_0_4","14","controllers.singlePlayer.sampleRandom.Agent","292500","11.965811965811966","0","3"
"GameData_12_5","20","controllers.singlePlayer.sampleRandom.Agent","435357","17.094017094017094","-1","21"
"GameData_0_5","17","controllers.singlePlayer.sampleRandom.Agent","292500","14.529914529914532","0","34"
"GameData_12_6","23","controllers.singlePlayer.sampleRandom.Agent","435357","19.65811965811966","-1","64"
"GameData_0_2","7","controllers.singlePlayer.sampleRandom.Agent","292500","5.982905982905983","0","7"
"GameData_12_3","18","controllers.singlePlayer.sampleRandom.Agent","435357","15.384615384615385","-1","7"
"GameData_0_3","14","controllers.singlePlayer.sampleRandom.Agent","292500","11.965811965811966","0","121"
"GameData_12_4","20","controllers.singlePlayer.sampleRandom.Agent","435357","17.094017094017094","-1","41"
"GameData_0_8","18","controllers.singlePlayer.sampleRandom.Agent","292500","15.384615384615385","0","1"
"GameData_8_1","95","controllers.singlePlayer.sampleRandom.Agent","330000","17.992424242424242","31","584"
"GameData_12_9","229","controllers.singlePlayer.sampleRandom.Agent","435357","195.72649572649573","-1","52"
"GameData_8_0","72","controllers.singlePlayer.sampleRandom.Agent","330000","13.636363636363635","26","822"
"GameData_0_6","17","controllers.singlePlayer.sampleRandom.Agent","292500","14.529914529914532","0","16"
"GameData_12_7","23","controllers.singlePlayer.sampleRandom.Agent","435357","19.65811965811966","-1","10"
"GameData_0_7","18","controllers.singlePlayer.sampleRandom.Agent","292500","15.384615384615385","0","67"
"GameData_12_8","23","controllers.singlePlayer.sampleRandom.Agent","435357","19.65811965811966","-1","37"
"GameData_8_5","159","controllers.singlePlayer.sampleRandom.Agent","330000","30.113636363636363","-7","419"
"GameData_8_4","158","controllers.singlePlayer.sampleRandom.Agent","330000","29.924242424242426","17","713"
"GameData_8_3","136","controllers.singlePlayer.sampleRandom.Agent","330000","25.757575757575758","-3","424"
