"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__EndGameTick"
"GameData_12_9","103","controllers.singlePlayer.sampleFlatMCTS.Agent","435357","88.03418803418803","0","1000"
"GameData_8_0","11","controllers.singlePlayer.sampleFlatMCTS.Agent","330000","2.083333333333333","37","951"
"GameData_0_9","130","controllers.singlePlayer.sampleFlatMCTS.Agent","292500","111.11111111111111","0","2000"
"GameData_0_6","21","controllers.singlePlayer.sampleFlatMCTS.Agent","292500","17.94871794871795","0","2000"
"GameData_12_7","8","controllers.singlePlayer.sampleFlatMCTS.Agent","435357","6.837606837606838","0","1000"
"GameData_0_7","21","controllers.singlePlayer.sampleFlatMCTS.Agent","292500","17.94871794871795","0","2000"
"GameData_12_8","9","controllers.singlePlayer.sampleFlatMCTS.Agent","435357","7.6923076923076925","0","1000"
"GameData_8_5","44","controllers.singlePlayer.sampleFlatMCTS.Agent","330000","8.333333333333332","40","711"
"GameData_8_4","40","controllers.singlePlayer.sampleFlatMCTS.Agent","330000","7.575757575757576","38","763"
"GameData_8_3","32","controllers.singlePlayer.sampleFlatMCTS.Agent","330000","6.0606060606060606","45","495"
"GameData_8_2","26","controllers.singlePlayer.sampleFlatMCTS.Agent","330000","4.924242424242424","50","563"
"GameData_8_9","25","controllers.singlePlayer.sampleFlatMCTS.Agent","330000","4.734848484848484","35","654"
"GameData_12_1","6","controllers.singlePlayer.sampleFlatMCTS.Agent","435357","5.128205128205128","0","1000"
"GameData_8_8","48","controllers.singlePlayer.sampleFlatMCTS.Agent","330000","9.090909090909092","40","860"
"GameData_12_2","6","controllers.singlePlayer.sampleFlatMCTS.Agent","435357","5.128205128205128","0","1000"
"GameData_8_7","46","controllers.singlePlayer.sampleFlatMCTS.Agent","330000","8.712121212121213","43","587"
"GameData_8_6","44","controllers.singlePlayer.sampleFlatMCTS.Agent","330000","8.333333333333332","36","812"
"GameData_12_0","6","controllers.singlePlayer.sampleFlatMCTS.Agent","435357","5.128205128205128","0","1000"
"GameData_19_6","71","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","33.97129186602871","-1","403"
"GameData_19_7","71","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","33.97129186602871","-1","371"
"GameData_19_4","71","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","33.97129186602871","3","1000"
"GameData_19_5","71","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","33.97129186602871","-1","363"
"GameData_19_8","71","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","33.97129186602871","-1","718"
"GameData_19_9","76","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","36.36363636363637","-1","407"
"GameData_11_6","97","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","31.493506493506494","20","2000"
"GameData_11_7","97","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","31.493506493506494","28","2000"
"GameData_11_4","97","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","31.493506493506494","30","2000"
"GameData_11_5","97","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","31.493506493506494","22","2000"
"GameData_7_2","16","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","4.5584045584045585","0","1000"
"GameData_19_2","62","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","29.665071770334926","-1","671"
"GameData_7_1","15","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","4.273504273504273","0","1000"
"GameData_19_3","70","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","33.49282296650718","6","785"
"GameData_7_0","9","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","2.564102564102564","0","1000"
"GameData_11_8","98","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","31.818181818181817","24","2000"
"GameData_19_0","43","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","20.574162679425836","7","1000"
"GameData_11_9","100","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","32.467532467532465","28","2000"
"GameData_19_1","56","controllers.singlePlayer.sampleFlatMCTS.Agent","368676","26.794258373205743","-1","418"
"GameData_7_6","16","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","4.5584045584045585","0","1000"
"GameData_7_5","16","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","4.5584045584045585","0","1000"
"GameData_7_4","16","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","4.5584045584045585","0","1000"
"GameData_7_3","16","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","4.5584045584045585","0","1000"
"GameData_11_2","67","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","21.753246753246753","28","2000"
"GameData_7_9","42","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","11.965811965811966","0","1000"
"GameData_11_3","93","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","30.1948051948052","22","2000"
"GameData_7_8","16","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","4.5584045584045585","0","1000"
"GameData_11_0","51","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","16.558441558441558","30","2000"
"GameData_7_7","16","controllers.singlePlayer.sampleFlatMCTS.Agent","295191","4.5584045584045585","0","1000"
"GameData_11_1","64","controllers.singlePlayer.sampleFlatMCTS.Agent","241472","20.77922077922078","26","2000"
